transaction_id,store_id,product_id,quantity,price,transaction_date
4989,85,993,8,150.31,2024-01-23
4990,41,814,8,499.99,2023-07-27
4991,94,955,2,47.18,2023-12-03
4992,23,824,1,155.41,2022-09-28
4993,81,984,4,123.9,2023-08-07
4994,65,450,8,341.9,2022-09-05
4995,97,226,2,397.56,2024-01-19
4996,2,623,4,180.02,2023-11-04
4997,55,936,3,69.09,2022-10-29
4998,90,300,2,175.79,2023-12-20
4999,47,87,1,366.8,2023-04-25
5000,79,567,8,478.63,2022-08-30
5001,67,388,3,24.18,2023-11-28
5002,15,270,9,477.28,2024-06-11
5003,65,838,1,33.82,2023-04-30
5004,77,881,5,178.14,2022-09-18
5005,84,439,5,9.15,2023-01-24
5006,24,197,7,206.86,2023-09-27
5007,15,28,7,206.63,2024-04-28
5008,45,661,5,92.39,2023-01-22
5009,72,466,5,71.16,2023-09-29
5010,43,299,5,92.01,2024-04-19
5011,97,333,8,429.21,2024-08-28
5012,93,130,7,75.48,2024-03-04
5013,41,177,4,251.44,2023-07-01
5014,6,189,6,178.37,2023-10-11
5015,39,779,9,341.41,2023-12-30
5016,25,794,6,80.26,2022-10-21
5017,34,13,8,429.46,2022-09-12
5018,19,663,3,283.85,2023-04-13
5019,47,806,4,59.91,2024-02-18
5020,55,412,4,324.7,2023-10-01
5021,2,330,5,193.47,2024-04-04
5022,4,818,4,206.88,2022-11-08
5023,12,114,3,496.18,2024-01-22
5024,82,120,5,76.21,2024-03-31
5025,91,81,4,221.87,2023-04-10
5026,78,592,5,62.68,2023-11-13
5027,21,813,6,10.72,2022-08-31
5028,26,753,9,216.74,2022-10-18
5029,40,377,1,177.33,2023-01-21
5030,22,644,7,429.94,2024-06-07
5031,13,497,7,140.47,2024-07-16
5032,87,753,4,79.15,2022-12-27
5033,74,844,5,420.58,2024-03-05
5034,18,495,5,189.63,2023-12-28
5035,72,33,9,45.56,2022-11-17
5036,76,64,3,483.42,2023-10-05
5037,67,948,1,413.75,2023-01-02
5038,35,84,6,30.5,2022-11-16
5039,72,732,9,438.29,2023-05-09
5040,73,504,9,299.22,2023-08-12
5041,27,109,1,406.5,2024-07-17
5042,32,959,3,139.9,2024-05-03
5043,65,536,2,167.02,2023-10-30
5044,93,37,2,477.2,2023-12-13
5045,43,406,9,298.57,2023-10-10
5046,54,161,4,333.68,2023-04-13
5047,34,220,7,148.65,2023-07-27
5048,24,184,4,116.32,2023-05-17
5049,72,658,8,214.8,2024-08-10
5050,84,195,5,130.6,2023-08-20
5051,16,551,7,317.0,2023-02-07
5052,20,867,8,227.64,2022-09-28
5053,11,784,7,180.55,2023-11-22
5054,60,429,5,109.4,2023-07-25
5055,93,866,7,127.18,2022-09-13
5056,52,242,4,220.94,2024-06-16
5057,7,385,6,328.79,2023-08-31
5058,60,382,1,8.86,2022-09-11
5059,71,80,1,182.35,2023-05-13
5060,16,140,2,327.55,2024-06-14
5061,86,51,6,242.5,2023-04-15
5062,48,954,5,330.13,2024-07-31
5063,4,305,6,14.13,2024-02-18
5064,25,490,6,432.29,2023-07-01
5065,60,206,9,466.78,2024-07-10
5066,9,873,2,475.21,2023-11-17
5067,35,125,2,62.26,2024-02-03
5068,56,709,8,256.39,2023-10-08
5069,83,904,3,123.15,2023-06-22
5070,99,40,6,325.45,2023-01-27
5071,44,408,1,399.45,2024-03-16
5072,10,987,3,296.22,2024-01-19
5073,85,567,8,25.29,2024-04-26
5074,42,693,1,55.69,2023-04-21
5075,65,960,7,123.17,2023-03-14
5076,49,121,1,121.97,2023-10-04
5077,50,510,4,15.13,2023-10-01
5078,3,919,9,206.3,2023-06-04
5079,90,611,7,135.97,2023-09-01
5080,17,889,1,22.66,2024-04-04
5081,37,147,7,176.31,2023-10-11
5082,73,628,5,466.18,2024-01-03
5083,82,211,3,290.15,2023-01-23
5084,30,232,9,404.95,2024-03-24
5085,49,920,4,102.1,2023-01-30
5086,51,82,6,31.7,2023-02-17
5087,58,277,4,275.05,2023-04-30
5088,96,403,6,261.38,2022-10-03
5089,22,380,3,178.47,2022-10-17
5090,79,731,2,94.83,2023-07-17
5091,33,123,2,319.96,2022-10-05
5092,13,699,2,439.05,2024-03-13
5093,71,272,1,90.6,2022-11-19
5094,18,481,5,26.78,2022-11-03
5095,17,301,3,52.77,2023-09-15
5096,35,929,8,309.76,2023-10-15
5097,43,220,5,305.72,2022-10-05
5098,67,199,3,209.82,2024-04-23
5099,76,738,3,56.33,2023-01-02
5100,47,929,4,351.87,2023-02-06
5101,24,431,3,88.75,2023-04-07
5102,56,728,5,48.94,2022-10-14
5103,69,942,2,424.79,2022-12-08
5104,9,314,8,450.87,2023-11-07
5105,39,733,4,496.04,2022-10-02
5106,73,740,9,437.01,2023-08-11
5107,15,669,5,496.97,2022-11-29
5108,32,124,6,314.26,2022-12-11
5109,38,843,3,84.72,2023-02-20
5110,88,9,9,81.08,2023-05-14
5111,59,560,7,89.72,2023-09-15
5112,34,961,2,25.23,2022-10-13
5113,85,743,8,252.9,2022-12-25
5114,26,726,4,364.06,2022-09-21
5115,47,999,3,264.32,2024-07-18
5116,19,648,8,326.89,2024-05-07
5117,14,891,2,452.34,2024-07-05
5118,7,232,1,212.36,2022-08-31
5119,95,444,7,278.68,2023-02-03
5120,28,213,8,399.66,2024-03-18
5121,37,343,2,100.55,2024-07-20
5122,6,42,8,42.46,2023-03-14
5123,48,532,7,59.1,2023-10-18
5124,11,670,4,397.3,2024-02-19
5125,96,904,3,358.86,2023-06-05
5126,41,310,4,280.04,2024-06-22
5127,56,208,6,191.03,2022-09-24
5128,98,230,4,483.27,2023-09-09
5129,16,64,3,220.92,2024-02-03
5130,85,182,7,471.6,2024-07-16
5131,77,122,2,80.29,2023-08-08
5132,63,884,5,320.88,2023-01-21
5133,9,360,5,160.33,2024-08-16
5134,93,706,6,168.52,2024-01-26
5135,49,894,6,261.72,2023-08-05
5136,44,619,7,388.1,2024-05-05
5137,9,954,3,301.54,2023-05-03
5138,83,696,2,81.14,2023-10-31
5139,28,271,5,247.99,2024-08-08
5140,71,597,4,373.98,2022-11-12
5141,9,127,3,421.4,2023-11-07
5142,13,337,3,491.97,2024-08-15
5143,16,528,3,5.72,2023-10-22
5144,72,751,3,148.59,2022-11-12
5145,50,989,4,180.43,2023-12-27
5146,70,88,7,134.06,2023-05-22
5147,7,152,7,246.35,2024-04-27
5148,39,882,3,332.48,2024-05-18
5149,11,578,7,6.64,2023-09-30
5150,22,42,1,453.82,2023-09-27
5151,48,721,1,412.57,2024-05-29
5152,56,828,7,215.32,2023-07-22
5153,62,175,5,424.88,2022-12-30
5154,77,463,8,282.68,2024-06-29
5155,93,680,7,329.05,2024-05-21
5156,49,154,1,335.4,2023-01-03
5157,86,28,7,339.19,2023-06-13
5158,33,479,8,460.39,2024-03-17
5159,33,476,3,330.98,2022-09-09
5160,92,210,5,172.97,2023-05-15
5161,33,316,6,480.97,2022-11-13
5162,7,71,5,413.47,2024-01-20
5163,52,793,3,143.32,2024-05-26
5164,1,522,7,459.59,2023-01-06
5165,44,8,1,478.73,2023-11-17
5166,4,568,1,411.16,2024-06-15
5167,23,777,4,123.89,2024-04-22
5168,97,847,7,358.46,2022-12-06
5169,77,881,3,290.97,2024-08-16
5170,23,391,9,200.83,2023-04-08
5171,64,157,8,103.88,2023-06-18
5172,21,484,1,440.13,2023-07-13
5173,14,367,1,107.3,2024-03-27
5174,25,438,2,160.59,2023-01-09
5175,52,810,8,85.17,2024-03-30
5176,66,965,1,441.87,2023-10-02
5177,79,619,9,219.21,2024-06-10
5178,62,292,5,119.4,2024-02-25
5179,5,55,5,260.59,2022-10-04
5180,45,351,8,274.12,2023-04-02
5181,36,372,7,145.95,2022-12-07
5182,67,557,5,430.18,2022-12-13
5183,75,763,6,456.39,2022-10-15
5184,85,15,6,116.25,2024-06-10
5185,90,277,1,401.06,2023-11-09
5186,7,239,3,101.23,2022-11-12
5187,91,262,4,167.86,2022-10-13
5188,43,195,8,48.56,2022-12-16
5189,47,831,3,305.89,2024-07-05
5190,65,688,3,207.25,2023-02-02
5191,37,358,4,125.25,2024-02-11
5192,78,221,4,260.72,2023-09-05
5193,16,264,5,140.6,2023-07-18
5194,66,118,8,83.31,2023-11-02
5195,29,80,4,37.1,2023-03-03
5196,78,506,6,81.88,2024-08-10
5197,85,858,5,165.15,2024-02-27
5198,23,225,3,261.87,2024-07-27
5199,43,935,3,343.7,2023-11-12
5200,14,376,4,111.47,2024-03-04
5201,91,652,5,368.52,2024-08-17
5202,6,774,2,256.84,2023-09-10
5203,69,183,6,347.04,2023-06-28
5204,88,300,2,197.11,2023-02-11
5205,1,801,4,495.22,2023-11-16
5206,49,445,5,245.28,2023-08-27
5207,7,138,3,424.72,2024-04-14
5208,67,848,8,271.65,2023-12-28
5209,68,389,3,423.5,2024-01-21
5210,34,539,1,175.48,2022-09-01
5211,39,549,5,475.26,2023-11-07
5212,64,921,4,399.91,2024-01-28
5213,83,277,6,443.73,2023-01-25
5214,30,154,5,483.03,2024-06-29
5215,1,501,8,408.15,2024-04-09
5216,45,577,4,167.52,2024-01-28
5217,30,587,1,382.46,2024-03-14
5218,44,332,2,71.99,2023-05-08
5219,62,949,1,235.26,2024-08-12
5220,4,695,6,325.79,2024-08-03
5221,71,171,8,433.77,2024-01-04
5222,95,784,3,307.95,2023-08-05
5223,2,235,8,341.75,2024-06-18
5224,11,42,6,422.78,2023-01-18
5225,63,328,4,69.26,2023-06-21
5226,49,473,1,469.83,2022-10-19
5227,66,931,2,31.09,2024-07-04
5228,1,64,1,256.11,2023-02-15
5229,83,749,2,454.24,2023-08-20
5230,12,641,3,298.02,2022-08-29
5231,53,327,1,341.79,2023-07-25
5232,13,370,5,376.01,2023-09-06
5233,40,371,9,121.21,2023-09-14
5234,29,72,3,65.24,2023-02-04
5235,22,64,7,348.71,2024-06-09
5236,75,617,2,60.2,2024-06-06
5237,49,294,5,54.51,2024-07-23
5238,47,932,6,252.12,2023-12-13
5239,17,972,9,87.57,2024-07-30
5240,99,979,6,62.5,2023-02-28
5241,45,31,5,324.41,2024-03-18
5242,12,134,7,137.88,2024-02-20
5243,93,968,6,341.63,2024-08-14
5244,70,832,4,15.53,2023-07-20
5245,46,567,6,143.86,2024-05-31
5246,57,713,6,75.22,2023-06-08
5247,5,9,7,279.87,2023-03-24
5248,24,476,8,137.96,2023-06-17
5249,50,419,9,287.05,2022-09-08
5250,16,749,1,93.66,2022-08-31
5251,57,658,3,211.87,2024-04-22
5252,47,66,2,92.12,2023-10-05
5253,47,464,6,132.35,2023-04-08
5254,51,358,5,122.66,2023-02-24
5255,89,291,5,435.42,2024-07-11
5256,5,410,2,409.31,2023-06-27
5257,99,178,7,262.3,2023-06-29
5258,27,467,3,150.91,2022-09-10
5259,43,143,7,343.59,2024-01-21
5260,18,964,2,496.68,2022-11-29
5261,79,62,2,24.16,2022-11-04
5262,6,558,1,316.48,2024-08-16
5263,95,577,2,332.05,2024-07-30
5264,4,609,2,61.5,2022-11-20
5265,26,411,3,155.91,2023-05-16
5266,58,773,9,254.59,2023-03-19
5267,32,301,6,198.48,2022-12-27
5268,68,674,3,370.31,2024-01-25
5269,17,802,1,466.17,2023-08-15
5270,1,784,2,266.54,2024-01-16
5271,20,759,6,112.16,2022-11-09
5272,42,112,1,344.43,2023-09-24
5273,29,158,1,131.49,2023-07-02
5274,8,289,5,262.78,2022-11-02
5275,72,619,8,450.2,2022-11-16
5276,81,974,5,396.57,2022-10-21
5277,55,796,9,323.39,2023-09-21
5278,66,943,1,104.84,2022-09-25
5279,68,875,5,107.6,2022-11-17
5280,80,770,7,121.96,2024-05-04
5281,90,868,4,365.09,2022-09-23
5282,19,620,3,272.04,2024-01-25
5283,75,63,1,318.71,2023-12-03
5284,20,985,1,254.56,2024-04-24
5285,17,659,1,309.25,2022-11-15
5286,69,925,5,472.41,2024-01-03
5287,44,885,6,419.48,2022-09-01
5288,36,66,1,374.95,2022-10-07
5289,21,176,5,489.13,2024-04-17
5290,19,334,1,222.67,2022-12-08
5291,34,910,8,146.1,2023-04-27
5292,63,404,7,247.9,2023-06-23
5293,46,472,7,409.31,2023-03-01
5294,76,480,7,376.62,2022-11-28
5295,32,739,2,203.92,2024-03-28
5296,22,810,5,16.05,2024-05-17
5297,2,87,7,153.78,2023-01-09
5298,47,352,3,470.51,2024-07-25
5299,44,887,3,364.92,2022-08-30
5300,75,89,8,161.42,2022-10-31
5301,95,303,1,57.82,2022-12-13
5302,95,977,1,362.8,2024-06-12
5303,20,208,6,327.74,2023-11-30
5304,18,454,7,405.07,2024-04-04
5305,99,974,3,66.26,2024-07-06
5306,6,456,2,182.17,2023-04-09
5307,16,829,3,71.96,2023-11-01
5308,71,811,5,52.71,2024-05-26
5309,42,335,6,428.91,2022-11-07
5310,15,850,4,207.77,2024-02-20
5311,71,686,3,157.42,2022-09-08
5312,50,181,2,39.04,2024-03-09
5313,38,228,5,304.38,2024-05-03
5314,24,810,9,187.2,2024-06-22
5315,73,227,7,260.3,2023-03-27
5316,33,939,5,260.28,2023-11-30
5317,16,823,4,286.76,2023-05-05
5318,35,659,9,280.61,2023-11-06
5319,62,608,2,259.19,2023-05-11
5320,21,799,3,300.95,2022-12-14
5321,25,923,5,259.67,2023-09-08
5322,34,124,2,231.9,2024-03-07
5323,41,673,4,213.52,2024-05-09
5324,12,52,1,37.62,2023-11-23
5325,45,78,8,367.09,2024-07-09
5326,2,771,6,332.68,2023-03-10
5327,26,944,6,118.21,2023-11-03
5328,84,703,1,425.07,2023-12-13
5329,59,169,5,174.53,2023-08-22
5330,48,793,7,49.96,2023-12-31
5331,59,394,9,138.37,2023-04-21
5332,20,403,1,90.03,2024-08-11
5333,94,492,9,18.48,2023-09-17
5334,48,687,2,231.92,2024-01-21
5335,56,984,8,485.2,2023-12-30
5336,65,410,5,27.04,2024-07-15
5337,42,443,3,47.48,2022-12-23
5338,23,182,1,372.42,2022-09-18
5339,27,824,3,272.39,2024-06-08
5340,20,943,9,132.6,2022-10-30
5341,90,731,3,412.2,2023-05-09
5342,27,15,4,214.46,2023-02-09
5343,98,658,9,322.43,2022-10-27
5344,22,277,3,185.41,2024-03-03
5345,31,942,8,437.6,2024-02-21
5346,2,401,1,455.21,2023-03-31
5347,98,556,8,6.97,2023-05-03
5348,60,602,7,64.32,2022-12-17
5349,88,205,8,357.54,2022-12-27
5350,59,860,9,287.52,2022-11-12
5351,78,560,3,88.02,2023-08-19
5352,31,931,5,206.85,2023-07-06
5353,49,825,4,441.6,2023-05-22
5354,50,705,3,254.02,2022-09-14
5355,16,633,1,124.64,2023-03-28
5356,11,58,7,449.82,2022-11-07
5357,8,260,4,63.73,2023-12-13
5358,67,773,5,74.79,2024-04-08
5359,76,150,4,8.38,2023-09-20
5360,99,798,6,357.85,2022-09-09
5361,16,88,4,27.76,2022-12-07
5362,21,20,9,276.28,2024-02-16
5363,83,454,8,58.84,2024-04-19
5364,67,474,5,403.8,2024-08-18
5365,33,369,7,101.63,2024-07-13
5366,43,306,8,5.49,2024-08-27
5367,3,846,7,58.14,2023-11-08
5368,19,938,1,53.48,2024-02-08
5369,70,128,8,396.0,2024-01-14
5370,49,669,6,434.65,2023-09-05
5371,87,132,9,393.07,2023-11-14
5372,30,200,1,104.48,2023-07-23
5373,43,265,8,484.05,2024-03-31
5374,22,455,4,232.66,2023-10-26
5375,1,294,7,247.12,2022-12-02
5376,75,166,4,472.49,2023-11-27
5377,49,93,9,130.16,2023-06-25
5378,92,764,2,311.17,2023-04-16
5379,59,36,6,91.05,2023-06-26
5380,82,85,7,253.58,2022-10-03
5381,4,416,7,301.49,2024-06-08
5382,76,828,5,89.3,2023-11-20
5383,73,110,6,227.03,2023-05-22
5384,22,312,5,369.97,2023-07-23
5385,20,643,3,209.29,2023-02-15
5386,54,361,2,390.65,2024-07-11
5387,52,973,3,295.63,2023-08-07
5388,63,411,1,249.77,2024-06-14
5389,95,239,9,201.66,2023-12-26
5390,93,30,2,48.34,2023-11-18
5391,87,48,1,481.23,2023-12-31
5392,5,849,5,470.22,2023-07-31
5393,67,458,1,435.07,2023-10-01
5394,80,528,8,400.81,2023-07-23
5395,73,66,2,9.23,2022-11-05
5396,20,662,9,138.64,2023-03-10
5397,82,319,9,452.68,2023-02-20
5398,20,498,5,352.01,2024-02-07
5399,68,268,5,190.36,2023-12-07
5400,32,710,5,99.5,2023-01-07
5401,7,913,5,413.84,2023-06-04
5402,68,374,3,372.95,2024-07-18
5403,19,858,7,232.8,2024-07-05
5404,11,656,7,206.9,2023-07-28
5405,21,183,9,449.19,2022-11-06
5406,32,450,3,167.58,2024-02-16
5407,16,183,5,317.21,2024-01-01
5408,41,632,4,298.79,2023-03-28
5409,80,333,9,239.46,2022-12-12
5410,24,191,5,391.9,2024-01-01
5411,86,429,7,134.65,2024-06-25
5412,5,547,7,52.9,2024-06-19
5413,12,684,2,97.88,2023-11-05
5414,61,251,9,414.13,2024-05-13
5415,3,139,1,147.47,2023-05-17
5416,75,531,8,131.46,2022-09-06
5417,55,742,8,392.79,2023-07-07
5418,55,525,5,104.37,2023-09-04
5419,14,290,3,290.46,2023-05-18
5420,4,301,2,18.51,2023-07-08
5421,91,61,5,481.14,2023-06-16
5422,15,639,9,42.8,2023-12-25
5423,99,230,1,90.73,2023-07-25
5424,48,183,1,247.79,2023-08-13
5425,34,632,4,399.48,2023-08-06
5426,78,872,2,42.22,2022-10-17
5427,23,674,9,112.0,2023-01-25
5428,57,581,6,84.13,2023-06-22
5429,65,375,4,427.45,2023-04-23
5430,4,869,7,230.5,2022-09-27
5431,5,169,5,478.16,2024-01-10
5432,53,578,4,19.28,2023-05-02
5433,57,963,7,186.35,2023-07-15
5434,67,893,2,356.67,2022-10-28
5435,99,798,7,74.44,2022-09-27
5436,19,641,9,111.99,2022-09-06
5437,19,196,3,391.5,2023-03-09
5438,69,366,7,149.85,2023-01-14
5439,82,263,4,126.38,2023-11-14
5440,71,631,7,403.85,2024-07-15
5441,90,497,6,155.69,2024-06-11
5442,51,249,9,30.32,2023-08-11
5443,92,941,2,187.47,2024-05-26
5444,82,120,8,405.06,2022-12-09
5445,69,945,3,37.91,2023-09-11
5446,29,18,6,322.43,2022-10-20
5447,25,837,7,151.08,2023-11-28
5448,27,112,3,452.86,2022-11-21
5449,25,282,3,99.68,2024-03-18
5450,39,162,3,350.58,2024-05-04
5451,44,332,9,379.89,2024-07-15
5452,91,543,8,243.5,2022-11-05
5453,18,825,2,166.57,2023-01-07
5454,32,991,7,45.53,2024-02-20
5455,68,150,7,246.49,2022-10-03
5456,54,570,2,252.28,2023-09-26
5457,78,765,5,250.84,2023-11-22
5458,16,333,5,254.85,2023-12-14
5459,92,343,2,444.74,2023-05-29
5460,24,802,3,240.79,2022-11-27
5461,10,397,7,6.2,2023-04-29
5462,34,949,4,264.7,2024-04-03
5463,45,286,3,315.16,2022-09-30
5464,74,983,3,287.33,2023-02-17
5465,12,186,7,96.6,2023-01-28
5466,58,272,1,451.72,2023-06-01
5467,40,753,5,233.6,2022-11-14
5468,15,273,5,141.12,2024-07-09
5469,70,562,3,308.77,2023-08-17
5470,5,669,8,186.24,2024-07-13
5471,10,826,6,378.44,2023-10-28
5472,75,122,1,159.18,2023-08-05
5473,84,269,6,429.14,2023-02-27
5474,26,134,8,12.55,2024-07-03
5475,29,34,4,62.82,2022-10-28
5476,49,895,5,368.42,2022-12-20
5477,4,747,1,326.43,2023-10-28
5478,83,29,1,310.11,2024-08-23
5479,44,300,6,132.1,2022-10-09
5480,41,974,4,219.23,2022-12-28
5481,38,309,7,302.76,2024-05-16
5482,83,610,8,467.52,2023-01-09
5483,63,419,2,298.84,2024-06-13
5484,70,776,3,382.96,2024-08-04
5485,62,850,4,27.42,2024-07-12
5486,40,961,5,484.71,2024-07-28
5487,90,688,5,95.6,2023-02-03
5488,42,113,9,219.29,2024-08-27
5489,56,849,9,12.57,2024-01-10
5490,75,40,6,455.65,2022-12-08
5491,13,233,9,104.58,2023-05-12
5492,84,51,6,207.99,2024-04-26
5493,94,119,9,142.07,2023-04-24
5494,13,422,9,27.56,2022-11-29
5495,29,233,3,248.37,2022-11-24
5496,50,964,5,158.47,2024-05-15
5497,34,834,1,42.42,2024-04-18
5498,7,375,5,159.66,2023-11-25
5499,45,772,9,11.2,2024-05-07
5500,31,460,5,86.83,2024-07-03
5501,93,485,9,325.53,2024-07-06
5502,43,393,7,256.19,2024-05-27
5503,38,22,5,227.25,2022-12-25
5504,82,399,9,386.66,2024-07-28
5505,70,897,6,402.67,2022-12-21
5506,30,572,5,135.63,2023-12-20
5507,51,881,6,300.58,2023-03-30
5508,42,642,9,483.15,2023-07-18
5509,8,793,6,22.26,2023-06-30
5510,7,178,4,318.12,2024-06-23
5511,59,43,6,365.58,2022-10-29
5512,4,863,8,152.05,2023-08-21
5513,89,645,8,87.47,2024-02-01
5514,69,62,7,22.43,2023-02-28
5515,13,863,3,187.04,2024-06-03
5516,42,280,4,138.38,2024-04-04
5517,9,999,1,497.83,2022-12-25
5518,79,641,8,306.09,2023-05-09
5519,69,318,2,181.55,2022-11-04
5520,92,996,6,203.3,2022-09-26
5521,86,334,9,431.14,2023-08-10
5522,91,491,8,141.94,2024-03-30
5523,13,318,7,5.17,2022-09-20
5524,75,522,7,403.2,2023-10-28
5525,53,523,5,43.44,2022-12-28
5526,64,873,4,388.0,2023-08-14
5527,73,205,6,223.24,2024-03-31
5528,30,341,6,362.99,2024-07-23
5529,97,285,2,374.9,2023-01-05
5530,95,784,2,392.68,2023-01-27
5531,41,343,4,160.68,2023-01-20
5532,5,299,2,396.57,2023-05-18
5533,99,245,6,100.81,2022-12-27
5534,36,119,1,8.48,2023-03-19
5535,54,262,9,83.0,2023-10-23
5536,40,196,5,480.37,2024-02-18
5537,87,717,9,373.82,2023-12-04
5538,67,254,3,451.54,2024-05-25
5539,32,858,4,134.37,2023-06-04
5540,99,431,3,43.54,2023-12-01
5541,13,581,4,343.97,2023-06-18
5542,50,366,9,74.35,2022-11-01
5543,16,419,4,57.98,2023-02-23
5544,83,964,1,344.31,2024-07-07
5545,67,217,2,470.13,2024-02-18
5546,25,428,8,378.95,2023-02-18
5547,97,118,8,56.52,2022-12-15
5548,53,18,6,27.32,2023-09-01
5549,98,908,7,288.99,2023-09-29
5550,99,324,5,32.19,2023-01-08
5551,18,656,6,406.88,2023-06-11
5552,71,76,9,158.31,2024-04-25
5553,85,291,7,498.57,2023-03-31
5554,63,42,5,303.09,2023-09-02
5555,67,923,1,393.14,2024-06-24
5556,61,543,6,271.09,2024-07-30
5557,62,760,9,105.88,2023-06-10
5558,1,716,9,23.06,2022-11-07
5559,25,698,4,420.48,2023-01-28
5560,77,341,3,418.39,2024-02-20
5561,33,198,4,129.72,2023-12-10
5562,84,117,7,81.64,2024-05-20
5563,57,905,8,309.74,2023-04-17
5564,76,467,6,399.37,2023-07-13
5565,87,130,2,354.57,2022-09-30
5566,48,963,9,270.52,2023-06-09
5567,37,877,9,312.8,2023-04-03
5568,44,770,3,274.01,2024-05-17
5569,73,337,4,323.49,2024-01-08
5570,35,40,6,450.9,2024-04-29
5571,55,688,5,401.9,2024-08-12
5572,92,274,6,178.48,2023-12-10
5573,84,347,9,282.16,2023-11-02
5574,75,835,1,243.46,2023-08-08
5575,51,877,1,43.09,2023-07-07
5576,47,926,2,69.12,2023-02-18
5577,1,552,3,479.67,2024-01-06
5578,11,720,9,459.13,2024-05-01
5579,14,953,8,141.24,2024-07-08
5580,67,340,4,211.7,2024-08-08
5581,58,308,1,268.62,2023-01-09
5582,83,791,9,496.06,2023-03-19
5583,95,842,6,195.23,2024-05-24
5584,69,649,7,69.54,2022-12-10
5585,36,170,3,309.98,2023-08-28
5586,67,584,7,336.53,2022-09-28
5587,40,705,2,136.38,2024-04-24
5588,5,53,7,440.37,2022-09-29
5589,22,569,3,105.24,2023-07-05
5590,40,268,2,167.85,2022-09-25
5591,29,877,8,223.94,2024-08-27
5592,84,405,4,24.93,2023-02-15
5593,94,364,5,12.45,2023-03-30
5594,96,20,7,498.33,2023-05-07
5595,2,619,5,106.68,2024-03-10
5596,65,974,2,285.99,2023-09-30
5597,59,867,8,144.62,2023-10-27
5598,68,595,1,166.42,2024-03-11
5599,56,8,5,411.62,2023-07-04
5600,90,760,1,221.95,2022-09-05
5601,86,368,8,96.76,2023-06-25
5602,38,81,8,382.87,2024-08-16
5603,35,544,9,438.73,2024-04-16
5604,73,120,5,364.16,2024-04-15
5605,21,528,7,318.91,2023-08-23
5606,19,993,9,172.73,2024-02-29
5607,6,349,2,119.69,2022-09-09
5608,80,311,7,282.44,2023-12-19
5609,89,660,7,273.62,2022-12-05
5610,47,495,7,279.22,2023-10-03
5611,28,752,2,156.34,2024-02-28
5612,56,292,5,123.92,2023-10-11
5613,21,552,6,243.72,2023-02-25
5614,16,47,4,222.4,2022-09-21
5615,22,788,8,358.38,2023-01-22
5616,68,357,3,285.15,2023-03-16
5617,83,340,4,155.21,2024-05-01
5618,66,505,1,308.71,2024-03-30
5619,84,936,4,250.64,2022-09-15
5620,81,209,1,267.34,2023-07-15
5621,69,175,4,12.32,2023-04-17
5622,51,196,2,361.69,2023-10-10
5623,9,705,4,238.2,2023-06-10
5624,90,465,5,327.93,2024-04-13
5625,77,551,6,228.62,2022-10-29
5626,62,89,5,374.21,2024-08-04
5627,18,435,8,483.28,2024-03-28
5628,52,813,1,149.88,2024-06-02
5629,86,65,5,145.35,2023-12-08
5630,68,989,7,474.56,2024-08-03
5631,70,670,4,390.86,2023-10-22
5632,45,152,7,486.11,2024-05-30
5633,29,727,4,159.4,2023-06-05
5634,26,849,6,15.62,2022-11-26
5635,21,930,7,285.21,2023-10-19
5636,38,771,2,287.38,2023-10-08
5637,99,539,8,289.98,2023-04-25
5638,37,826,2,54.11,2024-05-06
5639,24,8,2,428.19,2024-04-28
5640,44,76,1,189.35,2023-06-15
5641,99,864,4,203.14,2024-04-12
5642,97,405,9,7.6,2023-03-15
5643,47,535,3,328.39,2023-10-25
5644,48,472,6,292.91,2024-05-06
5645,94,884,1,477.67,2022-12-27
5646,62,589,2,286.75,2023-02-25
5647,5,55,1,447.18,2024-07-29
5648,35,658,4,480.95,2023-01-17
5649,56,752,7,445.63,2022-10-31
5650,97,277,7,129.98,2023-04-11
5651,48,18,1,95.74,2023-02-16
5652,76,821,6,293.8,2023-09-23
5653,68,231,5,28.08,2023-11-02
5654,59,831,8,203.18,2022-12-23
5655,1,75,3,139.99,2023-03-09
5656,90,662,7,61.72,2023-12-30
5657,70,296,3,165.2,2022-12-09
5658,90,701,6,73.6,2023-01-27
5659,3,858,8,290.69,2023-10-27
5660,55,375,6,276.98,2022-12-30
5661,98,837,4,51.23,2024-05-15
5662,93,674,5,45.76,2024-03-22
5663,39,700,5,259.92,2023-12-14
5664,29,709,3,258.8,2024-07-13
5665,86,541,2,173.85,2023-02-27
5666,86,579,2,80.81,2022-10-04
5667,48,91,9,292.64,2022-09-25
5668,97,572,7,482.52,2023-03-27
5669,93,830,2,316.55,2022-11-04
5670,93,242,1,83.92,2023-10-16
5671,27,297,2,356.0,2023-04-13
5672,10,151,1,165.93,2023-08-14
5673,94,642,2,190.55,2023-05-10
5674,41,885,1,383.1,2024-03-07
5675,45,810,6,442.11,2024-01-12
5676,46,786,5,96.37,2024-06-23
5677,82,780,1,38.22,2023-12-09
5678,63,385,3,461.35,2024-03-23
5679,27,384,7,141.52,2024-08-04
5680,50,682,5,190.47,2024-08-23
5681,20,169,2,63.54,2024-03-05
5682,94,608,3,451.61,2023-10-16
5683,90,330,7,195.56,2022-10-16
5684,5,678,1,320.51,2024-02-08
5685,6,963,6,354.85,2023-04-07
5686,2,44,9,286.62,2023-07-07
